reuters.com
348.5044234813123,350.4416584038791,46.68310283339994,47.82772692064332,60.96865874105088,65.63384909428149,56.67762636068046,188.11995636562557,99.91908995765532,0.0,0.0,0.0,0.0,176.66930371742922,104.03725483437441,171.77906645106745,179.9800387731973,104.03725483437441,146.8087294975105,112.97510300660814,134.2332684647425,148.47192165611602,166.39055339328644,118.32772398033713,0.0,134.47128237599102,95.34036750700513,51.71370505587065,146.8087294975105,488.72208284095433,718.0681329084473,737.5424805266322,747.6971373405885,791.3987088289723,49.477532924607644,172.11927117417937,77.8666722287375,95.34036750700513,16.442404780196537,69.1187695488249,1298.0423847356724,233.9675911576902,1965.7346115544567,1965.7346115544567,1016.728020673851,1248.95949526022,1194.1762101433737,2755.2148416264417,1939.3680812444145,892.233843778068,1259.8841773249533,1902.4207571481295,863.5689524113214,1150.1423405451703,1663.7963503932995,811.5576271735741,620.9697702176122,5638.90247813061,1122.5187892749645,1067.0120392036736,1281.7034333300442,1498.0098887656316,735.3375984654997,1817.8090105768633,909.3605875824385,1965.7346115544567,788.252992057897,705.6209618109091,306.864461121702,880.7864006627582,880.7864006627582,232.43377077811886,395.4888796905645,0.0,84.69426193259869,87.3724436756024,90.23593548027661,78.05312256106917,18.61995541554854,0.0,77.8666722287375,0.0,129.86208327601398,0.0,171.77906645106745,0.0,43.1272751006584,0.0,86.61271456990633,0.0,43.1272751006584,0.0,273.8814376394999,0.0,681.6646532342462,0.0,0.0,176.66930371742922,104.03725483437441,171.77906645106745,179.9800387731973,104.03725483437441,146.8087294975105,305.8636659039474,310.2481841343378,564.6629678005332,469.15188166081384,1728.3924196042842,0.0,0.0,0.0,39.72121890964624,60.391150855662545,60.391150855662545,438.6757929703888,212.17975115366391,403.6906484655017,204.2189930322631,95.34036750700513,61.019860671503224,91.0268392539831,204.2189930322631,2635.599048411626,405.70005102453376,475.0497415910915,575.7744457305953,138.3644794522724,95.34036750700513,95.34036750700513,1690.4171023033487,560.7318080786903,163.51675633830925,95.34036750700513,49.99145292250873,74.17386091360623,163.51675633830925,2721.0505634918736,577.3543401762591,676.9167262027584,821.8078972496827,146.8087294975105,95.34036750700513,95.34036750700513,2515.802337636664,531.0454408126969,622.4422546496409,755.3918700253037,129.86208327601398,95.34036750700513,95.34036750700513,2301.717748993757,77.910864347483,69.1187695488249,138.3644794522724,42.234110768623545,44.13571455837712,35.934010784385315,37.847275389454424,77.8666722287375,18.61995541554854,146.8087294975105,42.717193560854064,95.34036750700513,50.18759415624471,77.8666722287375,30.72092609906032,37.847275389454424,77.8666722287375,54.15292963500987,58.662596372727066,60.5524862322603,95.34036750700513,95.34036750700513,69.45222721213278,82.94905355805786,103.95282078081543,235.71934443406457,235.71934443406457,26.479304526227455,59.82389553546501,62.85519441228806,90.68440649062809,43.1272751006584,86.61271456990633,146.8087294975105,146.8087294975105,63.651985208992045,138.3644794522724,138.3644794522724,63.651985208992045,138.3644794522724,138.3644794522724,67.19505528034666,146.8087294975105,146.8087294975105,77.910864347483,69.1187695488249,138.3644794522724
lenta.ru
78.4330844699583,13.970470435292087,14.11765234800663,14.422026315624457,14.579452242320377,14.740536017685114,23.507544141993222,0.0,19.617129590390117,0.0,7.597966974749562,0.0,38.621305982190954,0.0,31.13919650825145,0.0,60.56236140926954,0.0,53.30611518600813,0.0,27.345566974907754,0.0,15.666960899374352,0.0,49.660353309882055,0.0,31.13919650825145,0.0,38.621305982190954,0.0,27.345566974907754,0.0,49.660353309882055,0.0,6.266784359749741,7.290436622650076,15.666960899374352,19.617129590390117,0.0,23.507544141993222,0.0,15.666960899374352,0.0,38.621305982190954,0.0,15.666960899374352,0.0,94.58845102752403,20.74826733889404,21.37272624542664,53.30611518600813,53.30611518600813,24.308073086771344,32.5691627147431,34.70360514916884,38.621305982190954,42.98671694949529,150.24024204569972,41.414442814453814,92.91342946624303,6.266784359749741,7.290436622650076,15.666960899374352,107.446454951641,107.83877987344604,53.07025986776003,60.56236140926954,60.56236140926954,62.76306320587377,0.0,0.0,0.0,0.0,0.0,110.47126083344574,122.48645100407992,10.135076277930159,10.480753017047554,10.852696075568739,17.13891157324509,78.57262986403306,0.0,142.2331872016016,355.28112202868977,251.44912842560186,251.44912842560186,324.57527794137235,51.47524280127479,61.752954831175245,182.62231840028295,182.62231840028295,412.17242694781595,395.3606688858975,0.0,0.0,1335.0682414443195,364.25690736043236,0.0,0.0,0.0,0.0,0.0,0.0,102.5299378952738,64.17660843318819,109.46201343983377,5.712816453856728,188.71053033794482,92.91342946624303,324.57527794137235,38.621305982190954,5.302784179483825,174.05545325731498,251.44912842560186,128.71962333213318,38.621305982190954,656.7044493966259,0.0,0.0,0.0,0.0,1229.6552466592998,0.0,759.2801743192977,34.633959147207754,20.19438074029038,5.097227375965248,70.8203224949764,302.5678057691362,24.790835582579458,23.444481698903235,0.0,34.0124512650237,74.98066889694955,45.458822414731756,46.20214925312512,46.97145180494585,47.768141164286185,60.56236140926954,60.56236140926954,53.057123512273,49.39243377951911,5.530027307549469,215.14419343079118,11.654794590172676,5.145768106218949,175.41463398701268,34.89570282612447,47.48282397068543,4.759238178227078,153.8318199862457,38.621305982190954,5.530027307549469,189.836971688954,38.621305982190954,57.79327190680733,5.912230371267174,193.44694177774446,53.30611518600813,6.444199516608058,233.27444843470457,38.621305982190954,67.14820079745458,74.3306393470492,60.56236140926954,74.8418964852296,6.670363007545015,125.86296553727374,284.27311692965446,15.666960899374352,15.666960899374352,4.430676969950761,80.78880549868579,171.8133657275767,15.666960899374352,15.666960899374352,6.31355465132496,118.58267927389284,266.0203947971725,15.666960899374352,15.666960899374352,6.599116121320827,124.40649103904224,280.6191808800831,15.666960899374352,15.666960899374352,5.530027307549469,63.702924416780675,211.52351093934138,8.787108486019005,15.666960899374352,4.603934345189067,52.41685704541345,168.21378670647326,8.787108486019005,15.666960899374352,5.883389875637322,109.8528491226044,244.17396405532241,15.666960899374352,15.666960899374352,5.299731403085416,60.88309140317878,200.6722107692043,8.787108486019005,15.666960899374352,4.796944409011087,88.05208620711622,189.836971688954,15.666960899374352,15.666960899374352,5.161017643579539,95.31622338701149,207.90462047856911,15.666960899374352,15.666960899374352,0.0,41.2375204275749,43.1276547728053,37.16161218929723,46.04590862071247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.52324575587076,64.17660843318819,61.82312208736556,92.91342946624303,70.68068717864132,82.16127434696806,34.89570282612447,7.597966974749562,70.85948948846604,89.5047872761333,123.74036722330138,96.49453328438712,114.39381552781133,3.5845068364509127
ria.ru
57.675456971837754,58.33285968163283,58.37446067109207,187.0981199253591,358.79531556412377,100.14457363505622,100.14457363505622,64.9549465461073,65.0167814616603,65.07873793519728,65.14081632941526,65.20301700846356,67.55416677690235,68.17619218006263,68.25940226078305,89.57070343999241,82.0071099486223,251.36228538594264,393.0228831487992,515.736448415794,393.0228831487992,903.4781546440005,94.12803568972426,94.12803568972426,94.12803568972426,43.329163385962474,69.34225247296911,29.966678752780457,81.88508893090001,62.95312409739753,23.28778088631363,29.966678752780457,270.52165882935327,236.16275214004605,266.4226636927659,627.3752777315516,4303.630471431254,261.41691372847094,29.966678752780457,29.966678752780457,27.523875916126027,62.95312409739753,10.836695880220859,10.369677892142667,4.571359081147971,129.31157343697458,81.88508893090001,146.1912664003117,256.39699257646345,10.836695880220859,10.369677892142667,4.571359081147971,10.836695880220859,10.369677892142667,4.571359081147971,16.706167641211522,27.523875916126027,62.95312409739753,10.836695880220859,10.369677892142667,4.571359081147971,129.31157343697458,81.88508893090001,146.1912664003117,256.39699257646345,10.836695880220859,10.369677892142667,4.571359081147971,10.836695880220859,10.369677892142667,4.571359081147971,36.662289956332,23.28778088631363,225.9428107944729,220.804301654557,27.523875916126027,62.95312409739753,10.836695880220859,10.369677892142667,4.571359081147971,129.31157343697458,81.88508893090001,146.1912664003117,256.39699257646345,10.836695880220859,10.369677892142667,4.571359081147971,10.836695880220859,10.369677892142667,4.571359081147971,22.85084426565118,16.706167641211522,16.706167641211522,16.706167641211522,22.85084426565118,16.706167641211522,16.706167641211522,16.706167641211522,0.0,22.85084426565118,16.706167641211522,16.706167641211522,16.706167641211522,27.523875916126027,62.95312409739753,10.836695880220859,10.369677892142667,4.571359081147971,129.31157343697458,81.88508893090001,146.1912664003117,256.39699257646345,10.836695880220859,10.369677892142667,4.571359081147971,10.836695880220859,10.369677892142667,4.571359081147971,27.523875916126027,62.95312409739753,10.836695880220859,10.369677892142667,4.571359081147971,129.31157343697458,81.88508893090001,146.1912664003117,256.39699257646345,10.836695880220859,10.369677892142667,4.571359081147971,10.836695880220859,10.369677892142667,4.571359081147971,393.0228831487992,80.74326815176133,47.95924555484416,151.40788495954956,0.0,173.5146259303163,7.220285528645022,8.353083820605761,9.981830754084086,393.0228831487992,449.9724868262661,66.76452803410454,70.61744879593411,73.93996295874871,81.70690627001471,104.13721046879549,121.31013716378045,189.51153986304607,0.0,123.58943765514074,0.0,178.87656528642896,95.14086542976978,189.51153986304607,0.0,106.0956322444459,0.0,35.2980133836466,94.12803568972426,103.20634545235517,371.0738036596335,449.7085668698778,168.12090093151485,0.0,0.0,0.0,70.99918909576047,72.58792322634358,1790.572637751244,1790.572637751244,1310.5156153666258,1310.5156153666258,972.1818195030925,972.1818195030925,733.5585820129967,733.5585820129967,25.439436083228273,26.2564324367713,12.259914294124943,12.795583384710891,123.58943765514074,9.676017770493472,176.59723202663596,301.11133043791966,41.96257674197875,1.741240329070375,1.7831034710419233,1.8272370857575102,1.873838215664803,1.9231278694957201,1.0560730020075848,4.571359081147971,1.0560730020075848,4.571359081147971,70.48285138592836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.98324436862837,50.09028136715898,50.47099646088588,134.98411794818765,23.28778088631363,50.18658549269513,50.58096390714975,54.44513814207289,54.91296516580552,55.389264855393655,82.26830652175593,95.69722844632514,0.0,344.98217488246775,80.14276845002883,93.20892652977285,0.0,335.2923538009001,71.53863909315764,83.13881844199392,0.0,296.1900896754232,76.93643679119187,89.45581588630026,0.0,320.69722127852447,73.7064243856023,85.67555593709494,0.0,306.0222903017415,72.62404629227579,84.4089243298357,0.0,301.11133043791966,50.14151560654358,58.11819456292736,0.0,200.0377280102453,66.06196609631559,76.73134501896976,0.0,271.4148242248993,59.361752716411765,68.8952581079313,0.0,241.24587377621853,47.770888073124844,55.34869135588601,0.0,189.51153986304607,58.22902701557609,67.57085346794106,0.0,236.16275214004605,60.489567535015915,70.21402635250894,0.0,246.31214187056673,60.489567535015915,70.21402635250894,0.0,246.31214187056673,70.45008914970238,81.86510759277188,0.0,291.2581655512394,52.483314394606495,60.854622251981375,0.0,210.4655821555808,54.462830593727695,56.925092592483516,57.35825248667125,134.98411794818765,23.28778088631363,57.2410254965766,57.69137675008008,62.104241741529734,62.638528960214515,63.18249929558254,71.53863909315764,83.13881844199392,0.0,296.1900896754232,82.26830652175593,95.69722844632514,0.0,344.98217488246775,66.06196609631559,76.73134501896976,0.0,271.4148242248993,68.26307549673012,79.30631273774152,0.0,281.3605513597611,66.06196609631559,76.73134501896976,0.0,271.4148242248993,70.45008914970238,81.86510759277188,0.0,291.2581655512394,69.35827671267982,80.58765408880743,0.0,286.3151346748304,83.32770089861587,96.93751278678954,0.0,349.8158282764038,82.26830652175593,95.69722844632514,0.0,344.98217488246775,81.20668677135868,94.45439443663052,0.0,340.1411040074908,74.78588129350406,86.93883738094281,0.0,310.9233520729859,71.53863909315764,83.13881844199392,0.0,296.1900896754232,78.00772575875327,90.7097319435473,0.0,325.57070625845824,78.00772575875327,90.7097319435473,0.0,325.57070625845824,62.73129855608357,72.83561116373001,0.0,256.39699257646345,53.66346698640257,60.64230747921344,61.996332263687975,63.41558649184297,71.68221551599278,73.61695523657183,129.31157343697458,23.28778088631363,75.16501173269805,86.93883738094281,104.38343658584601,310.9233520729859,0.0,93.20892652977285,111.9790591574719,335.2923538009001,0.0,95.69722844632514,114.99405829415592,344.98217488246775,0.0,86.93883738094281,104.38343658584601,310.9233520729859,0.0,84.4089243298357,101.31939941715606,301.11133043791966,0.0,48.71029143157519,48.985796964135986,62.95312409739753,49.025381486045305,49.30783497516274,52.01132635821732,52.33092889719652,52.65465061776432,73.67314694067989,82.44031083999691,93.81323418597333,0.0,397.79450873758486,52.55475221706605,56.9794219962141,87.54437804126601,0.0,369.0811134355224,73.67314694067989,82.44031083999691,93.81323418597333,0.0,397.79450873758486,51.19167265781332,57.19193183080498,64.95576830263187,0.0,266.4226636927659,64.6841577904627,72.34239180888665,82.26830652175593,0.0,344.98217488246775,34.10020556193602,35.8158324407511,86.49321584123877,0.0,364.27473286320054,63.85726332136508,71.41364425942085,81.20668677135868,0.0,340.1411040074908,63.02852225554765,70.48285138592836,80.14276845002883,0.0,335.2923538009001,71.23933755078257,79.70596109813745,90.68665750812606,0.0,383.4634370698799,63.85726332136508,71.41364425942085,81.20668677135868,0.0,340.1411040074908,52.91394398401648,59.12531914336957,67.16435221872501,0.0,276.393946149044,65.5092641199413,73.26915895446201,83.32770089861587,0.0,349.8158282764038,70.42531340169062,78.79146325297977,89.64104390977855,0.0,378.67526835491987,63.02852225554765,70.48285138592836,80.14276845002883,0.0,335.2923538009001,62.19787336345975,69.54994519128492,79.07647489382092,0.0,330.43565020967685,55.20060708712776,20.255007820832212,20.634764672339955,21.029907577066982,21.870337417245228,22.317839777544275,22.785179518791615,28.886108923974984,43.329163385962474,0.0,28.886108923974984,43.329163385962474,0.0,32.84817621188888,49.941548104502374,0.0,20.779686275894637,29.966678752780457,0.0,44.342392317931726,69.34225247296911,0.0,16.65864110179927,23.28778088631363,0.0,16.65864110179927,23.28778088631363,0.0,28.886108923974984,43.329163385962474,0.0,44.342392317931726,69.34225247296911,0.0,24.860830567307858,36.662289956332,0.0,20.779686275894637,29.966678752780457,0.0,16.65864110179927,23.28778088631363,0.0,28.886108923974984,43.329163385962474,0.0,12.529625730908641,16.706167641211522,0.0,27.941011245214153,28.70499320150949,29.514686060717604,31.289090272651674,32.26427166390625,33.306321879867,40.57532899039009,62.95312409739753,0.0,24.860830567307858,36.662289956332,0.0,65.76934375254592,106.0956322444459,0.0,40.57532899039009,62.95312409739753,0.0,62.322498932535666,100.14457363505622,0.0,72.53728998714897,117.81480167822,0.0,36.744510690818615,56.48526292749469,0.0,8.456108104623814,10.369677892142667,0.0,16.65864110179927,23.28778088631363,0.0,280.38542598768254,763.8764412645371,249.7699973169228,100.14457363505622,0.0,184.2083583281963,0.0,157.2309681604974,241.40644505877697,81.88508893090001,123.58943765514074,69.34225247296911,0.0,100.14457363505622,123.58943765514074,0.0,10.369677892142667,66.45570578925981,66.702261097311,66.9507225931401,51.69608473254007,81.88508893090001,36.82227836612032,37.090369638393746,37.36257049882661,14.78377994258769,11.48554787048764,18.373727974239937,18.093743509639783,24.69316327969979,26.707793515625628,32.05408301947522,40.45142047984966,46.8021406315643,95.1491000794661,75.6524328594005,81.88508893090001,29.966678752780457,29.966678752780457,26.578265993345592,20.779686275894637,29.966678752780457,29.966678752780457,110.52501499691778,184.2083583281963,184.2083583281963,53.41889976049491,70.12444359679542,94.20520112320293,100.61725132111506,474.6756002193533,0.0,0.0,608.8408495225876,179.5080280651476,75.6524328594005,100.14457363505622,29.966678752780457,29.966678752780457,18.078717285424148,12.529625730908641,16.706167641211522,16.706167641211522,110.52501499691778,184.2083583281963,184.2083583281963,101.73672223872754,102.57667704861701,104.30069220944277,111.13729955969333,116.7736299777281,117.97327075853241,120.45135784079721,123.04049176268865,128.58366921944528,130.05191175500622,177.63368028147946,0.0,23.28778088631363,402.5609566856083,137.64308334913358,0.0,23.28778088631363,301.11133043791966,127.88704804610082,0.0,23.28778088631363,276.393946149044,162.55330533858822,0.0,23.28778088631363,364.27473286320054,166.3386165066295,0.0,23.28778088631363,373.881224820095,173.87824437893545,0.0,23.28778088631363,393.0228831487992,154.9485342200613,0.0,23.28778088631363,344.98217488246775,125.92142069045781,0.0,23.28778088631363,271.4148242248993,141.5148897618931,0.0,23.28778088631363,310.9233520729859,166.3386165066295,0.0,23.28778088631363,373.881224820095,164.44731475668723,0.0,23.28778088631363,369.0811134355224,171.99703177372243,0.0,23.28778088631363,388.2459161126645,164.44731475668723,0.0,23.28778088631363,369.0811134355224,173.87824437893545,0.0,23.28778088631363,393.0228831487992,153.0397126435388,0.0,23.28778088631363,340.1411040074908,156.8542114270282,0.0,23.28778088631363,349.8158282764038,133.7544061426484,0.0,23.28778088631363,291.2581655512394,149.2122362494565,0.0,23.28778088631363,330.43565020967685,171.99703177372243,0.0,23.28778088631363,388.2459161126645,139.58102348786394,0.0,23.28778088631363,306.0222903017415,53.67350935182534,0.0,81.88508893090001,29.966678752780457,393.0228831487992,0.0,57.92732211065249,57.979051871878255,58.03087702064978,58.13481454961768,129.90531022380284,133.33821012978186,276.393946149044,130.33701254477975,107.43222481156037,320.69722127852447,108.95122881717398,325.57070625845824,23.28778088631363,23.28778088631363,349.8158282764038,142.34825947323887,393.0228831487992,198.52338576431703,209.35973536338213,90.7097319435473,187.60653013119148,344.98217488246775,150.37230104311513,175.5120758391668,344.98217488246775,85.638712388388,140.60981962192315,140.60981962192315,241.24587377621853,108.43186848587499,110.81307779001703,271.4148242248993,107.34586440283697,107.43222481156037,320.69722127852447,108.95122881717398,325.57070625845824,106.0956322444459,106.0956322444459,42.92984977913946,168.12090093151485,0.0,144.73608169519542,421.57802994869877,198.52338576431703,209.35973536338213,90.7097319435473,187.60653013119148,378.67526835491987,78.4434554480699,82.06321740789028,271.4148242248993,71.5523029130865,107.43222481156037,320.69722127852447,106.0956322444459,106.0956322444459,42.92984977913946,168.12090093151485,0.0,281.3605513597611,103.91744831702373,107.34532482031273,271.4148242248993,101.97692547236211,104.38343658584601,310.9233520729859,110.46680200208607,330.43565020967685,130.68259068734952,141.97407120139914,127.54108071492192,260.4172659670536,407.32238437936275,49.941548104502374,49.941548104502374,94.12803568972426,101.22761600214352,108.53097976855362,320.69722127852447,98.69655822793203,107.43222481156037,320.69722127852447,56.48526292749469,56.48526292749469,281.3605513597611,138.77576466477387,158.2776777195694,320.69722127852447,393.0228831487992,29.966678752780457,29.966678752780457,95.46534645693559,100.68405184222901,320.69722127852447,91.87002506363906,117.99704374766735,354.6423145100516,126.94106982353341,383.4634370698799,129.31157343697458,129.31157343697458,110.99861161389009,115.10821804906078,291.2581655512394,108.5771914783741,105.90966954838352,315.81488008147045,198.52338576431703,340.1411040074908,107.43222481156037,320.69722127852447,104.38343658584601,310.9233520729859,49.941548104502374,49.941548104502374,426.3208326755507,111.78665795816575,115.76489018045979,281.3605513597611,110.11145268066815,111.9790591574719,335.2923538009001,113.48810976244434,340.1411040074908,114.99405829415592,344.98217488246775,212.05744499000838,364.27473286320054,49.941548104502374,49.941548104502374,426.3208326755507,126.67376672099964,144.42311920783084,320.69722127852447,325.57070625845824,29.966678752780457,29.966678752780457,130.14021089216703,148.39126723121439,301.11133043791966,310.9233520729859,100.14457363505622,100.14457363505622,230.76652094377323,250.94338609393475,286.3151346748304,271.4148242248993,364.27473286320054,364.27473286320054,354.6423145100516,354.6423145100516,393.0228831487992,393.0228831487992,388.2459161126645,75.6524328594005,133.26266679853453,160.54734496510616,203.6960645807454,75.6524328594005,100.14457363505622,232.70250722078288,257.91629253050024,267.89399397290623,0.0,534.4248540619327,383.4634370698799,94.12803568972426,291.2581655512394,291.2581655512394,19.703910631737955,19.731311350321494,19.758791137154073,459.4061949759765,0.0,834.6863592895465,114.99405829415592,344.98217488246775,12.392181643610654,364.27473286320054,11.584546372889992,11.671090468029128,11.688560623931707,11.723664310661421,11.758987556085431,11.776732166557922,11.7945324539491,13.159954587588933,32.84817621188888,49.941548104502374,16.706167641211522,12.467987355682386,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,13.517800771571633,40.57532899039009,62.95312409739753,16.706167641211522,12.467987355682386,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,14.05075763195019,28.886108923974984,43.329163385962474,16.706167641211522,13.659989940673547,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,13.159954587588933,32.84817621188888,49.941548104502374,16.706167641211522,12.467987355682386,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,13.517800771571633,32.84817621188888,49.941548104502374,16.706167641211522,12.868319075402216,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,14.929888812962544,40.57532899039009,62.95312409739753,16.706167641211522,14.05175984590095,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,13.873591454133056,48.04830334663081,75.6524328594005,16.706167641211522,12.467987355682386,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,14.40370821012106,44.342392317931726,69.34225247296911,16.706167641211522,13.265577543373194,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,13.517800771571633,40.57532899039009,62.95312409739753,16.706167641211522,12.467987355682386,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,13.695944518064158,44.342392317931726,69.34225247296911,16.706167641211522,12.467987355682386,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,14.579521135019439,40.57532899039009,62.95312409739753,16.706167641211522,13.659989940673547,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,13.695944518064158,44.342392317931726,69.34225247296911,16.706167641211522,12.467987355682386,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,13.159954587588933,32.84817621188888,49.941548104502374,16.706167641211522,12.467987355682386,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,4.571359081147971,135.8003700720955,412.07894309839514,407.32238437936275,4.936930584142788,3.037145232696785,4.571359081147971,5.1121962845011515,10.369677892142667,117.99704374766735,354.6423145100516,49.941548104502374,49.941548104502374,426.3208326755507,195.85631019629378,223.65653263881813,492.3176879182318,0.0,315.81488008147045,94.12803568972426,291.2581655512394,291.2581655512394,112.9397753285613,118.18591059962016,123.97510143454926,473.53048280092906,212.05744499000838,364.27473286320054,57.08855386338427,195.80214760769692,123.58943765514074,49.941548104502374,49.941548104502374,426.3208326755507,119.46777338392988,123.89579501039552,128.68444172400586,599.5643359734091,126.94106982353341,383.4634370698799,217.44020133312915,373.881224820095,57.08855386338427,195.80214760769692,123.58943765514074,49.941548104502374,49.941548104502374,426.3208326755507,112.9397753285613,118.18591059962016,123.97510143454926,473.53048280092906,212.05744499000838,364.27473286320054,57.08855386338427,195.80214760769692,123.58943765514074,49.941548104502374,49.941548104502374,426.3208326755507,8.868494232942027,0.0,32.84817621188888,49.941548104502374,15.423096874764711,15.865027303171027,15.372979463447903,18.053818077484365,43.329163385962474,17.304614176576127,20.362789185763283,49.941548104502374,24.62446689220074,29.135195131780684,75.6524328594005,13.397042159350246,15.695258078224857,36.662289956332,15.372979463447903,18.053818077484365,43.329163385962474
polit.ru
